index,name,id,classification,mass,year,latitude,longitude
1,Aarhus,2,H6,720.0,1951.0,56.183330000000005,10.23333
2,Abee,6,EH4,107000.0,1952.0,54.21666999999999,-113.0
3,Acapulco,10,Acapulcoite,1914.0,1976.0,16.883329999999997,-99.9
4,Achiras,370,L6,780.0,1902.0,-33.16667,-64.95
5,Adhi Kot,379,EH4,4239.0,1919.0,32.1,71.8
6,Adzhi-Bogdo (stone),390,LL3-6,910.0,1949.0,44.83333,95.16667
7,Agen,392,H5,30000.0,1814.0,44.21667,0.6166699999999999
8,Aguada,398,L6,1620.0,1930.0,-31.6,-65.23333000000001
9,Aguila Blanca,417,L,1440.0,1920.0,-30.866670000000003,-64.55
10,Aioun el Atrouss,423,Diogenite-pm,1000.0,1974.0,16.39806,-9.57028
11,Aïr,424,L6,24000.0,1925.0,19.08333,8.38333
13,Akaba,426,L6,779.0,1949.0,29.51667,35.05
14,Akbarpur,427,H4,1800.0,1838.0,29.71667,77.95
15,Akwanga,432,H,3000.0,1959.0,8.91667,8.43333
16,Akyumak,433,"Iron, IVA",50000.0,1981.0,39.91667,42.81667
17,Al Rais,446,CR2-an,160.0,1957.0,24.41667,39.51667
18,Al Zarnkh,447,LL5,700.0,2001.0,13.660329999999998,28.96
19,Alais,448,CI1,6000.0,1806.0,44.11667,4.08333
20,Albareto,453,L/LL4,2000.0,1766.0,44.65,11.01667
21,Alberta,454,L,625.0,1949.0,2.0,22.66667
22,Alby sur Chéran,458,Eucrite-mmict,252.0,2002.0,45.821329999999996,6.0153300000000005
23,Aldsworth,461,LL5,700.0,1835.0,51.78333,-1.7833299999999999
24,Aleppo,462,L6,3200.0,1873.0,36.23333,37.13333
25,Alessandria,463,H5,908.0,1860.0,44.88333,8.75
26,Alexandrovsky,465,H4,9251.0,1900.0,50.95,31.816670000000002
27,Alfianello,466,L6,228000.0,1883.0,45.26667,10.15
28,Allegan,2276,H5,32000.0,1899.0,42.53333,-85.88333
29,Allende,2278,CV3,2000000.0,1969.0,26.96667,-105.31667
30,Almahata Sitta,48915,Ureilite-an,3950.0,2008.0,20.74575,32.41275
31,Alta'ameem,2284,LL5,6000.0,1977.0,35.27333,44.215559999999996
32,Ambapur Nagla,2290,H5,6400.0,1895.0,27.66667,78.25
33,Andhara,2294,Stone-uncl,2700.0,1880.0,26.58333,85.56667
34,Andover,2295,L6,3200.0,1898.0,44.61667,-70.75
35,Andreevka,2296,L3,600.0,1969.0,48.7,37.5
36,Andura,2298,H6,17900.0,1939.0,20.883329999999997,76.86667
39,Angra dos Reis (stone),2302,Angrite,1500.0,1869.0,-22.96667,-44.31667
40,Ankober,2304,H4,6500.0,1942.0,9.53333,39.71667
41,Anlong,2305,H5,2500.0,1971.0,25.15,105.18333
42,Aomori,2313,L6,320.0,1984.0,40.810559999999995,140.78556
43,Appley Bridge,2318,LL6,15000.0,1914.0,53.583330000000004,-2.71667
44,Apt,2320,L6,3200.0,1803.0,43.86667,5.38333
45,Arbol Solo,2325,H5,810.0,1954.0,-33.0,-66.0
46,Archie,2329,H6,5070.0,1932.0,38.5,-94.3
47,Arroyo Aguiar,2340,H5,7450.0,1950.0,-31.41667,-60.666669999999996
49,Ash Creek,48954,L6,9500.0,2009.0,31.805,-97.01
50,Ashdon,2346,L6,1300.0,1923.0,52.05,0.3
51,Assisi,2353,H5,2000.0,1886.0,43.03333,12.55
52,Atarra,4883,L4,1280.0,1920.0,25.254170000000002,80.625
54,Athens,4885,LL6,265.0,1933.0,34.75,-87.0
55,Atoka,4888,L6,1384.2,1945.0,34.31667,-96.15
56,Aubres,4893,Aubrite,800.0,1836.0,44.38333,5.16667
57,Aumale,4899,L6,50000.0,1865.0,36.16667,3.66667
58,Aumieres,4900,L6,2000.0,1842.0,44.33333,3.23333
59,Ausson,4903,L5,50000.0,1858.0,43.08333,0.58333
60,Avanhandava,4905,H4,9330.0,1952.0,-21.460279999999997,-49.950829999999996
61,Avce,4906,"Iron, IIAB",1230.0,1908.0,46.0,13.5
62,Avilez,4907,H,146.0,1855.0,25.0,-103.5
63,Awere,4910,L4,134.0,1968.0,2.71667,32.83333
64,Aztec,4913,L6,2830.0,1938.0,36.8,-108.0
65,Bachmut,4917,L6,18000.0,1814.0,48.6,38.0
66,Bahjoi,4922,"Iron, IAB-sLL",10322.0,1934.0,28.48333,78.5
67,Bald Mountain,4925,L4,3700.0,1929.0,35.96667,-82.48333000000001
68,Baldwyn,4926,L6,345.0,1922.0,34.5,-88.66667
69,Bali,4928,CV3,1000.0,1907.0,5.38333,16.383329999999997
70,Ban Rong Du,4934,"Iron, ungrouped",16700.0,1993.0,16.66667,101.18333
71,Bandong,4935,LL6,11500.0,1871.0,-6.91667,107.6
72,Bansur,4936,L6,15000.0,1892.0,27.7,76.33333
74,Banten,4938,CM2,629.0,1933.0,-6.33333,106.0
75,Barbotan,4942,H5,6400.0,1790.0,43.95,-0.05
77,Barea,4946,Mesosiderite-A1,3200.0,1842.0,42.38333,-2.5
80,Baroti,4949,L6,4500.0,1910.0,31.616670000000003,76.8
81,Barwell,4954,L5,44000.0,1965.0,52.56528,-1.33972
82,Bassikounou,44876,H5,29560.0,2006.0,15.78333,-5.9
83,Baszkówka,4957,L5,15500.0,1994.0,52.03333,20.93583
84,Bath,4974,H4,21000.0,1892.0,45.41667,-98.31667
85,Bath Furnace,4975,L6,86000.0,1902.0,38.25,-83.75
86,Battle Mountain,56133,L6,2900.0,2012.0,40.66813,-117.18913
87,Bawku,4976,LL5,1557.0,1989.0,11.08333,-0.18333
88,Baxter,4977,L6,611.0,1916.0,36.75,-93.5
89,Beardsley,4984,H5,16000.0,1929.0,39.8,-101.2
90,Beaver Creek,4986,H5,14000.0,1893.0,51.16667,-117.33333
91,Beddgelert,4993,H5,794.0,1949.0,53.01667,-4.1
92,Bells,5005,C2-ung,375.0,1961.0,33.6,-96.46667
94,Benares (a),5011,LL4,3700.0,1798.0,25.366670000000003,82.91667
95,Benguerir,30443,LL6,25000.0,2004.0,32.25,-8.15
96,Beni M'hira,5018,L6,19000.0,2001.0,32.86667,10.8
97,Benld,5021,H6,1770.5,1938.0,39.08333,-89.15
98,Benoni,5023,H6,3880.0,1943.0,-26.16667,28.41667
99,Bensour,5024,LL6,45000.0,2002.0,30.0,-7.0
100,Benton,5026,LL6,2840.0,1949.0,45.95,-67.55
101,Berduc,48975,L6,270.0,2008.0,-31.91,-58.32833
102,Béréba,5028,Eucrite-mmict,18000.0,1924.0,11.65,-3.65
103,Berlanguillas,5029,L6,1440.0,1811.0,41.68333,-3.8
104,Berthoud,47355,Eucrite-mmict,960.0,2004.0,40.30583,-105.02325
106,Beuste,5034,L5,2000.0,1859.0,43.21667,-0.23333
107,Beyrout,5035,LL3.8,1100.0,1921.0,33.88333,35.5
109,Bhawad,36591,LL6,678.0,2002.0,26.508329999999997,73.11528
110,Bherai,5039,L6,100.0,1893.0,20.83333,71.46667
111,Bhola,5040,LL3-6,1047.0,1940.0,22.683329999999998,90.65
112,Bholghati,5041,Howardite,2500.0,1905.0,22.08333,86.9
113,Bialystok,5042,Eucrite-pmict,4000.0,1827.0,53.1,23.2
114,Bielokrynitschie,5043,H4,1900.0,1887.0,50.13333,27.16667
115,Bilanga,5045,Diogenite,25000.0,1999.0,12.45,-0.08333
116,Binningup,5051,H5,488.1,1984.0,-33.15639,115.67638999999998
117,Birni N'konni,5056,H4,560.0,1923.0,13.766670000000001,5.3
118,Bishopville,5059,Aubrite,6000.0,1843.0,34.16667,-80.28333
119,Bishunpur,5060,LL3.15,1039.0,1895.0,25.383329999999997,82.6
120,Bjelaja Zerkov,5063,H6,1850.0,1796.0,49.78333,30.16667
121,Bjurböle,5064,L/LL4,330000.0,1899.0,60.4,25.8
122,Black Moshannan Park,5065,L5,705.0,1941.0,40.91667,-78.08333
123,Blackwell,5068,L5,2381.0,1906.0,36.83333,-97.33333
124,Blanket,5071,L6,5100.0,1909.0,31.83333,-98.83333
125,Blansko,5072,H6,470.0,1833.0,49.36667,16.633329999999997
127,Bo Xian,5090,LL3.9,7500.0,1977.0,33.83333,115.83333
129,Bogou,5097,"Iron, IAB-MG",8800.0,1962.0,12.5,0.7
130,Boguslavka,5098,"Iron, IIAB",256000.0,1916.0,44.55,131.63333
131,Borgo San Donino,5110,LL6,1676.0,1808.0,44.86667,10.05
132,Bori,5111,L6,8600.0,1894.0,21.95,78.03333
133,Boriskino,5112,CM2,1342.0,1930.0,54.23333,52.48333
134,Borkut,5113,L5,7000.0,1852.0,48.15,24.28333
135,Borodino,5114,H5,500.0,1812.0,55.46666999999999,35.86667
136,Botschetschki,5117,L4,614.0,1823.0,51.33333,33.88333
137,Boumdeid (2003),57168,L6,190.0,2003.0,17.71067,-11.3715
138,Boumdeid (2011),57167,L6,3599.0,2011.0,17.17493,-11.341330000000001
139,Bovedy,5121,L3,5460.0,1969.0,54.566669999999995,-6.33333
140,Bradford Woods,5128,L,762.0,1886.0,40.5,-80.08333
141,Braunau,5133,"Iron, IIAB",39000.0,1847.0,50.6,16.3
142,Breitscheid,5134,H5,1500.0,1956.0,50.666940000000004,8.18361
143,Bremervörde,5135,H/L3.9,7250.0,1855.0,53.4,9.1
144,Brient,5140,Eucrite-pmict,219.0,1933.0,52.13333,59.316669999999995
145,Bruderheim,5156,L6,303000.0,1960.0,53.9,-112.88333
146,Bukhara,30448,CV3,5300.0,2001.0,39.77978,64.60035
148,Bunburra Rockhole,48653,Eucrite,324.0,2007.0,-31.35,129.19
149,Bununu,5165,Howardite,357.0,1942.0,10.01667,9.58333
150,Bur-Gheluai,5169,H5,120000.0,1919.0,5.0,48.0
151,Burnwell,5175,H4-an,1504.0,1990.0,37.62194,-82.23722
152,Bursa,5177,L6,25000.0,1946.0,40.2,29.23333
153,Buschhof,5178,L6,5000.0,1863.0,46.45,25.78333
154,Bustee,5181,Aubrite,1500.0,1852.0,26.78333,82.83333
155,Butsura,5183,H6,29000.0,1861.0,27.08333,84.08333
156,Buzzard Coulee,48654,H4,41000.0,2008.0,52.996,-109.84817
157,Cabezo de Mayo,5185,L/LL6,25000.0,1870.0,37.98333,-1.16667
158,Cabin Creek,5186,"Iron, IIIAB",48500.0,1886.0,35.5,-93.5
159,Cacak,5187,OC,212.0,1919.0,43.83889,20.33333
160,Cali,45976,H/L4,478.0,2007.0,3.405,-76.51
161,Calivo,5200,Stone-uncl,2400.0,1916.0,11.75,122.33333
162,Campos Sales,5249,L5,23680.0,1991.0,-7.03333,-40.16667
163,Çanakkale,5250,L6,4000.0,1964.0,39.8,26.6
164,Cañellas,5251,H4,945.0,1861.0,41.25,1.66667
165,Cangas de Onis,5252,H5,34000.0,1866.0,43.38333,-5.15
166,Canon City,5253,H6,1400.0,1973.0,38.470279999999995,-105.24139
167,Cape Girardeau,5260,H6,2300.0,1846.0,37.26667,-89.58333
168,Capilla del Monte,5264,H6,750.0,1934.0,-30.883329999999997,-64.55
169,Carancas,45817,H4-5,342.0,2007.0,-16.66444,-69.04389
171,Castalia,5291,H5,7300.0,1874.0,36.08333,-78.06667
174,Castrovillari,5295,Stone-uncl,15000.0,1583.0,39.8,16.2
175,Caswell County,5296,OC,1360.0,1810.0,36.5,-79.25
176,Ceniceros,5306,L3.7,1025.0,1988.0,26.46667,-105.23333000000001
178,Cereseto,5308,H5,6460.0,1840.0,45.08333,8.3
179,Chadong,5313,L6,3700.0,1998.0,28.53333,109.31667
181,Chainpur,5315,LL3.4,8200.0,1907.0,25.85,83.48333000000001
182,Chajari,5316,L5,18300.0,1933.0,-30.78333,-58.05
183,Chandakapur,5320,L5,8800.0,1838.0,20.26667,76.01666999999999
184,Chandpur,5321,L6,1100.0,1885.0,27.28333,79.05
185,Changde,5322,H5,1810.0,1977.0,29.08333,111.75
186,Chantonnay,5325,L6,31500.0,1812.0,46.68333,1.05
187,Charlotte,5328,"Iron, IVA",4300.0,1835.0,36.16667,-87.33333
188,Charsonville,5329,H6,27000.0,1810.0,47.93333,1.56667
189,Charwallas,5330,H6,12000.0,1834.0,29.48333,75.5
190,Chassigny,5331,Martian (chassignite),4000.0,1815.0,47.71667,5.36667
191,Château-Renard,5332,L6,30000.0,1841.0,47.93333,2.91667
192,Chaves,5334,Howardite,2945.0,1925.0,41.93333,-7.46667
193,Chela,5338,H4,2936.0,1988.0,-3.66667,32.5
194,Chelyabinsk,57165,LL5,100000.0,2013.0,54.816669999999995,61.11666999999999
195,Chergach ,47347,H5,100000.0,2007.0,23.69639,-5.01472
196,Chernyi Bor,5339,H4,6000.0,1964.0,53.7,30.1
197,Cherokee Springs,5340,LL6,8400.0,1933.0,35.03333,-81.88333
198,Chervettaz,5341,L5,705.0,1901.0,46.55,6.816669999999999
199,Chervony Kut,5342,Eucrite-mmict,1700.0,1939.0,50.83333,34.0
201,Chiang Khan,5345,H6,367.0,1981.0,17.9,101.63333
202,Chicora,5349,LL6,303.0,1938.0,40.93333,-79.73333000000001
203,Chisenga,5355,"Iron, IIIAB",3920.0,1988.0,-10.059439999999999,33.395
205,Chitenay,5357,L6,4000.0,1978.0,47.47083,0.97667
206,Cilimus,5364,L5,1600.0,1979.0,-6.95,108.1
207,Claxton,5374,L6,1455.0,1984.0,32.1025,-81.87278
209,Colby (Wisconsin),5395,L6,104000.0,1917.0,44.9,-90.28333
210,Cold Bokkeveld,5397,CM2,5200.0,1838.0,-33.13333,19.383329999999997
211,Coleman,5401,L6,469.0,1994.0,43.761109999999995,-84.50778000000001
212,Collescipoli,5403,H5,5000.0,1890.0,42.53333,12.61667
213,Conquista,5418,H4,20350.0,1965.0,-19.85,-47.55
214,Cosina,5451,H5,1200.0,1844.0,21.16667,-100.86667
215,Cranganore,5465,L6,1460.0,1917.0,10.2,76.26666999999999
217,Cronstad,5474,H5,3650.0,1877.0,-27.7,27.3
218,Cross Roads,5476,H5,167.0,1892.0,35.63333,-78.13333
219,Crumlin,5477,L5,4255.0,1902.0,54.61666999999999,-6.21667
220,Cumberland Falls,5496,Aubrite,17000.0,1919.0,36.83333,-84.35
221,Cynthiana,5500,L/LL4,6000.0,1877.0,38.4,-84.25
222,Dahmani,5504,LL6,18000.0,1981.0,35.61667,8.83333
223,Dandapur,5511,L6,5650.0,1878.0,26.91667,83.96667
224,Daniel's Kuil,5513,EL6,1064.0,1868.0,-28.2,24.566670000000002
225,Danville,5514,L6,2000.0,1868.0,34.4,-87.06667
226,Darmstadt,6603,H5,100.0,1804.0,49.86667,8.65
227,Dashoguz,6604,H5,7000.0,1998.0,41.98444,59.685
228,Daule,51559,L5,6580.0,2008.0,-1.8708900000000002,-79.95756
229,De Cewsville,6621,H6,340.0,1887.0,43.0,-80.0
232,Demina,6649,L6,16400.0,1911.0,51.46667,84.76666999999999
233,Denver,6660,L6,230.0,1967.0,39.7825,-104.93056000000001
234,Dergaon,6664,H5,12500.0,2001.0,26.683329999999998,93.86667
235,Desuri,6693,H6,25400.0,1962.0,25.73333,73.61667
236,Devgaon,6694,H3.8,12000.0,2001.0,19.0,81.0
237,Devri-Khera,6696,L6,1140.0,1994.0,24.225,76.525
238,Dhajala,6698,H3.8,45000.0,1976.0,22.377779999999998,71.42721999999999
239,Dharwar,6699,OC,1800.0,1848.0,14.883329999999999,75.6
240,Dhurmsala,7640,LL6,32000.0,1860.0,32.23333,76.46667
241,Didim,47350,H3-5,3396.0,2007.0,37.35172,27.32997
242,Diep River,7642,L6,1000.0,1906.0,-33.75,18.566670000000002
243,Distrito Quebracho,7649,H4,400.0,1957.0,-31.883329999999997,-60.46666999999999
244,Djati-Pengilon,7652,H6,166000.0,1884.0,-7.5,111.5
245,Djermaia,7656,H,3950.0,1961.0,12.73333,15.05
246,Djoumine,7657,H5-6,10000.0,1999.0,36.95,9.55
247,Dokachi,7658,H5,3840.0,1903.0,23.5,90.33333
248,Dolgovoli,7659,L6,1600.0,1864.0,50.75,25.3
249,Domanitch,7661,L5,438.0,1907.0,40.0,29.0
250,Dong Ujimqin Qi,7706,Mesosiderite,128800.0,1995.0,45.5,119.03333
251,Donga Kohrod,7707,H6,230.0,1899.0,21.866670000000003,82.45
252,Dongtai,7708,LL6,5500.0,1970.0,32.91667,120.78333
253,Doroninsk,7718,H5-7,3891.0,1805.0,51.2,112.3
254,Dosso,7722,L6,1250.0,1962.0,13.05,3.16667
255,Douar Mghila,7723,LL6,1161.0,1932.0,32.33333,-6.3
256,Dowa,7725,Stone-uncl,642.0,1976.0,-13.666670000000002,33.91667
257,Drake Creek,7728,L6,5000.0,1827.0,36.4,-86.5
258,Dresden (Ontario),7731,H6,47700.0,1939.0,42.52,-82.26
259,Dubrovnik,7736,L3-6,1900.0,1951.0,42.45833,18.441670000000002
261,Dundrum,7745,H5,2270.0,1865.0,52.55,-8.03333
263,Durala,7750,L6,13200.0,1815.0,30.3,76.63333
264,Duruma,7752,L6,577.0,1853.0,-4.0,39.5
265,Duwun,7754,L6,2117.0,1943.0,33.43333,127.26666999999999
266,Dwaleni,7755,H4-6,3230.0,1970.0,-27.2,31.316670000000002
267,Dyalpur,7757,Ureilite,300.0,1872.0,26.25,82.0
268,Dyarrl Island,7758,Mesosiderite-A1,188.0,1933.0,-3.0,151.0
269,Eagle,7760,EL6,10000.0,1947.0,40.78167,-96.47166999999999
270,Ehole,7774,H5,2400.0,1961.0,-17.3,15.833329999999998
271,Eichstädt,7775,H5,3000.0,1785.0,48.9,11.21667
272,Ekeby,7776,H4,3336.0,1939.0,56.03333000000001,13.0
273,Ekh Khera,7777,H6,840.0,1916.0,28.26667,78.78333
274,El Idrissia,7807,L6,10000.0,1989.0,34.41667,3.25
275,El Paso de Aguila,45977,H5,17226.0,1977.0,25.37,-97.37
276,El Tigre,7819,L6,5000.0,1993.0,19.96722,-103.05167
277,Elbert,7822,LL6,680.5,1998.0,39.24667,-104.58816999999999
278,Elbogen,7823,"Iron, IID",107000.0,1399.0,50.18333,12.73333
279,Elenovka,7824,L5,54640.0,1951.0,47.83333,37.66667
280,Ellemeet,10019,Diogenite,1470.0,1925.0,51.75,4.0
281,Emmaville,10033,Eucrite-mmict,127.0,1900.0,-29.46667,151.61667
282,Enshi,10038,H5,8000.0,1974.0,30.3,109.5
283,Ensisheim,10039,LL6,127000.0,1491.0,47.86667,7.35
284,Épinal,10041,H5,277.0,1822.0,48.18333,6.46667
285,Erakot,10042,CM2,113.0,1940.0,19.03333,81.89166999999999
286,Erevan,10043,Howardite,107.2,1911.0,40.3,44.5
287,Ergheo,10044,L5,20000.0,1889.0,1.16667,44.16667
288,Erxleben,10049,H6,2250.0,1812.0,52.21667,11.25
289,Esnandes,10051,L6,1500.0,1837.0,46.25,-1.1
290,Essebi,10055,C2-ung,500.0,1957.0,2.88333,30.83333
291,Estherville,10059,Mesosiderite-A3/4,320000.0,1879.0,43.41667,-94.83333
292,Farmington,10074,L5,89400.0,1890.0,39.75,-97.03333
293,Farmville,10075,H4,56000.0,1934.0,35.55,-77.53333
294,Favars,10078,H5,1500.0,1844.0,44.38333,2.8166700000000002
295,Fayetteville,10079,H4,2360.0,1934.0,36.05,-94.16667
296,Feid Chair,10080,H4,380.0,1875.0,36.88333,8.45
297,Felix,10081,CO3.3,3200.0,1900.0,32.53333,-87.16667
299,Ferguson,10088,OC,220.0,1889.0,36.1,-81.41667
300,Fermo,10091,H3-5,10200.0,1996.0,43.18111,13.753329999999998
301,Fisher,10107,L6,17600.0,1894.0,47.81667,-96.85
302,Florence,10111,H3,3640.0,1922.0,30.83333,-97.76666999999999
303,Forest City,10119,H5,152000.0,1890.0,43.25,-93.66667
304,Forest Vale,10120,H4,26000.0,1942.0,-33.35,146.85833
305,Forksville,10123,L6,6067.0,1924.0,36.78333,-78.08333
306,Forsbach,10163,H6,240.0,1900.0,50.95,7.316669999999999
307,Forsyth,10164,L6,16300.0,1829.0,33.01667,-83.96667
309,Frankfort (stone),10177,Howardite,650.0,1868.0,34.48333,-87.83333
310,Fuhe,52412,L5,23000.0,1945.0,31.475559999999998,113.56693999999999
311,Fukutomi,10836,L5,11620.0,1882.0,33.18333,130.2
313,Futtehpur,10839,L6,4000.0,1822.0,25.95,80.81667
314,Fuyang,10840,Stone-uncl,2500.0,1977.0,32.9,115.9
315,Galapian,10846,H6,132.7,1826.0,44.3,0.4
318,Galkiv,10850,H4,5000.0,1995.0,51.68333,30.78333
319,Gambat,10851,L6,6400.0,1897.0,27.35,68.53333
321,Garhi Yasin,10860,"Iron, IIE",380.0,1917.0,27.883329999999997,68.53333
322,Garland,10861,Diogenite-pm,102.0,1950.0,41.68333,-112.13333
323,Gashua,44882,L6,4162.0,1984.0,12.85,11.03333
325,Geidam,10870,H5,725.0,1950.0,12.91667,11.91667
326,Gifu,10914,L6,14290.0,1909.0,35.53333,136.88333
327,Girgenti,10917,L6,18000.0,1853.0,37.31667,13.566670000000002
328,Git-Git,10919,L6,480.0,1947.0,9.6,9.91667
329,Glanerbrug,10923,L/LL5,670.0,1990.0,52.2,6.86667
330,Glanggang,10924,H5-6,1303.0,1939.0,-7.25,107.7
331,Glasatovo,10926,H4,152000.0,1918.0,57.35,37.61667
332,Glatton,10930,L6,767.0,1991.0,52.45972,-0.3
333,Gnadenfrei,10936,H5,1750.0,1879.0,50.66667,16.76667
334,Gopalpur,10948,H6,1600.0,1865.0,24.23333,89.05
335,Gorlovka,10949,H3.7,3618.0,1974.0,48.28333,38.08333
336,Granes,10956,L6,9000.0,1964.0,42.9,2.25
338,Grimsby,50911,H5,215.0,2009.0,43.2,-79.61667
339,Grosnaja,11206,CV3,3500.0,1861.0,43.66667,45.38333
340,Gross-Divina,11207,H5,10500.0,1837.0,49.26667,18.71667
341,Grossliebenthal,11208,L6,8000.0,1881.0,46.35,30.58333
342,Grüneberg,11426,H4,1000.0,1841.0,51.93333,15.5
343,Grzempach,11429,H5,690.0,1910.0,52.86666999999999,16.633329999999997
344,Gualeguaychú,11432,H6,22000.0,1932.0,-33.0,-58.61666999999999
345,Guangmingshan,11435,H5,2910.0,1996.0,39.80417,122.76388999999999
347,Guangrao,11437,L6,1900.0,1980.0,37.1,118.4
348,Guareña,11439,H6,39000.0,1892.0,38.73333,-6.0166699999999995
349,Guêa,11440,Stone-uncl,1915.0,1891.0,43.76667,20.23333
350,Guibga,11442,L5,288.0,1972.0,13.5,-0.68333
351,Guidder,11443,LL5,968.0,1949.0,9.91667,13.983329999999999
352,Gujargaon,11448,H5,2449.0,1982.0,22.98333,76.05
353,Gujba,11449,CBa,100000.0,1984.0,11.49167,11.65833
354,Gumoschnik,11450,H5,5700.0,1904.0,42.9,24.7
356,Gursum,11465,H4/5,34650.0,1981.0,9.36667,42.41667
357,Gütersloh,11466,H3/4,1000.0,1851.0,51.91667,8.38333
358,Gyokukei,11467,OC,1320.0,1930.0,35.0,127.5
360,Hainaut,11472,H3-6,9000.0,1934.0,50.31667,3.7333300000000005
361,Hallingeberg,11479,L3.4,1456.0,1944.0,57.816669999999995,16.23333
362,Hamlet,11485,LL4,3710.0,1959.0,41.38333,-86.6
363,Haraiya,11824,Eucrite-mmict,1000.0,1878.0,26.8,82.53333
364,Haripura,11829,CM2,315.0,1921.0,28.383329999999997,75.78333
365,Harleton,11830,L6,8360.0,1961.0,32.675,-94.51167
366,Harrison County,11842,L6,680.0,1859.0,38.25,-86.16667
367,Hashima,11848,H4,1110.6,1910.0,35.2945,136.70033
368,Hassi-Jekna,11852,"Iron, IAB-sHL",1250.0,1890.0,28.95,0.81667
369,Hatford,11855,Stone-uncl,29000.0,1628.0,51.65,-1.51667
370,Haverö,11859,Ureilite,1544.0,1971.0,60.24556,22.06194
371,Hedeskoga,11869,H5,3500.0,1922.0,55.46666999999999,13.78333
372,Hedjaz,11870,L3.7-6,6100.0,1910.0,27.33333,35.66667
373,Heredia,11875,H5,1000.0,1857.0,10.0,-84.1
374,Hessle,11878,H5,20000.0,1869.0,59.85,17.66667
375,Higashi-koen,11883,H5,750.0,1897.0,33.6,130.43333
376,High Possil,11884,L6,4500.0,1804.0,55.9,-4.2333300000000005
377,Hiroshima,11889,H5,414.0,2003.0,34.45,132.38333
378,Hoima,44714,H6,167.7,2003.0,1.345,31.47278
379,Hökmark,11893,L4,305.5,1954.0,64.43333,21.2
380,Holbrook,11894,L/LL6,220000.0,1912.0,34.9,-110.18333
381,Holetta,11895,Stone-uncl,1415.0,1923.0,9.06667,38.41667
382,Homestead,11901,L5,230000.0,1875.0,41.8,-91.86667
383,Honolulu,11904,L5,2420.0,1825.0,21.3,-157.86667
384,Hotse,11913,L6,180.0,1956.0,35.66667,115.5
385,Hoxie,11915,OC,266.1,1963.0,39.35,-100.45
386,Hraschina,11916,"Iron, IID",49000.0,1751.0,46.1,16.33333
387,Huaxi,54719,H5,1600.0,2010.0,26.46469,106.63241000000001
388,Hungen,11986,H6,112.0,1877.0,50.3,8.91667
389,Hvittis,11989,EL6,14000.0,1901.0,61.183330000000005,22.683329999999998
390,Ibbenbüren,11992,Diogenite,2000.0,1870.0,52.28333,7.7
391,Ibitira,11993,Eucrite-mmict,2500.0,1957.0,-20.0,-45.0
393,Ichkala,11995,H6,3973.0,1936.0,58.2,82.93333
394,Idutywa,12000,H5,3457.0,1956.0,-32.1,28.33333
395,Iguaracu,12003,H5,1200.0,1977.0,-23.2,-51.83333
396,Ijopega,12004,H6,7330.0,1975.0,-6.03333,145.36667
397,Indarch,12027,EH4,27000.0,1891.0,39.75,46.66667
398,Independence,12028,L6,880.0,1917.0,39.08333,-94.4
399,Inner Mongolia,12037,L6,3000.0,1963.0,41.0,112.0
400,Innisfree,12039,L5,4576.0,1977.0,53.415,-111.3375
401,Ipiranga,12043,H6,7000.0,1972.0,-25.5,-54.5
402,Ishinga,12049,H,1300.0,1954.0,-8.93333,33.8
403,Isthilart,12053,H5,3050.0,1928.0,-31.183329999999998,-57.95
404,Itapicuru-Mirim,12056,H5,2024.0,1879.0,-3.4,-44.33333
405,Itqiy,12058,EH7-an,4720.0,1990.0,26.59083,-12.952169999999999
406,Ivuna,12063,CI1,704.5,1938.0,-8.41667,32.43333
407,Jackalsfontein,12065,L6,48000.0,1903.0,-32.5,21.9
408,Jajh deh Kot Lalu,12067,EL6,973.0,1926.0,26.75,68.41667
410,Jalandhar,12069,Iron,1967.0,1621.0,31.0,75.0
412,Jartai,12074,L6,20500.0,1979.0,39.7,105.8
413,Jelica,12078,LL6,34000.0,1889.0,43.83333,20.441670000000002
415,Jesenice,51589,L6,3667.0,2009.0,46.42137,14.052170000000002
416,Jhung,12085,L5,5900.0,1873.0,31.3,72.38333
417,Jiange,12086,H5,222.0,1964.0,31.91667,104.91667
418,Jianshi,12087,"Iron, IIIAB",600000.0,1890.0,30.808329999999998,109.5
419,Jilin,12171,H5,4000000.0,1976.0,44.05,126.16667
420,Jodiya,47362,L5,100.0,2006.0,22.68,70.31333000000001
422,Johnstown,12198,Diogenite,40300.0,1924.0,40.35,-104.9
423,Jolomba,12199,LL6,483.0,1974.0,-11.85,15.833329999999998
424,Jonzac,12202,Eucrite-mmict,5000.0,1819.0,45.43333,-0.45
425,Juancheng,12203,H5,100000.0,1997.0,35.5,115.41667
426,Judesegeri,12207,H6,680.0,1876.0,12.85,76.8
427,Jumapalo,12209,L6,32490.0,1984.0,-7.71667,111.2
428,Junan,12210,L6,950.0,1976.0,35.2,118.8
429,Juromenha,12213,"Iron, IIIAB",25250.0,1968.0,38.74028,-7.27
430,Juvinas,12214,Eucrite-mmict,91000.0,1821.0,44.71667,4.3
431,Kaba,12218,CV3,3000.0,1857.0,47.35,21.3
432,Kabo,12220,H4,13400.0,1971.0,11.85,8.21667
434,Kaee,12222,H5,230.0,1838.0,27.25,79.96667
435,Kagarlyk,12227,L6,1900.0,1908.0,49.86667,30.83333
436,Kaidun,12228,CR2,2000.0,1980.0,15.0,48.3
