index,name,id,classification,mass,year,latitude,longitude
37595,Shişr 163,48650,H4,1872.3,2002.0,18.55712,53.913819999999994
37596,Shişr 164,48955,CV3,353.0,2002.0,18.2525,53.998
37597,Shişr 165,50972,H4,520.6,2008.0,18.6066,53.96015
37598,Shişr 166,51590,Lunar,128.8,2008.0,18.54908,53.97798
37600,Shişr 168,52604,H5,12688.0,2004.0,18.60667,53.95117
37601,Shişr 169,52605,H5,1304.0,2004.0,18.60417,53.96833
37602,Shişr 170,52782,LL5,173.2,2009.0,18.364420000000003,53.59686
37604,Shişr 174,55397,LL6,120.0,2010.0,18.54362,53.99125
37605,Shişr 175,55726,L~5,852.0,2000.0,18.54717,53.9381
37606,Shişr 176,56406,L6,1170.0,2010.0,18.22012,53.820969999999996
37607,Shohaku,23580,Iron,101.0,1938.0,40.31667,126.91667
37608,Shrewsbury,23581,"Iron, IAB-sLL",12000.0,1907.0,39.76667,-76.66667
37609,Sidney,23585,L,6000.0,1941.0,41.05,-102.9
37610,Sierra Blanca,23587,"Iron, IAB?",405.0,1784.0,27.15,-104.9
37611,Sierra Colorada,23588,L5,71300.0,1995.0,-40.8,-67.48333000000001
37612,Sierra County,23589,H5,1000.0,1962.0,33.0,-107.5
37613,Sierra Gorda,23590,"Iron, IIAB",26000.0,1898.0,-22.9,-69.35
37614,Sierra Sandon,23591,"Iron, IIIAB",6330.0,1923.0,-25.16667,-69.28333
37615,Signal Mountain,23592,"Iron, IVA",63500.0,1919.0,32.5,-115.5
37616,Silet,45009,L5,971.0,2004.0,22.78333,4.15
37618,Silver Bell,23596,"Iron, IIAB",5100.0,1939.0,32.48333,-111.56667
37619,Silver Crown,23597,"Iron, IAB-MG",11600.0,1887.0,41.23333,-104.98333000000001
37620,Silver Dry Lake 001,23598,L4,218.8,2000.0,35.373329999999996,-116.125
37622,Silverton (New South Wales),23600,L6,350.7,1883.0,-31.883329999999997,141.2
37623,Silverton (Texas),23601,H4,2576.0,1938.0,34.53333,-101.18333
37624,Simbirsk (of P. Partsch),23602,OC,1500.0,1838.0,54.3,48.4
37625,Simondium,23604,Mesosiderite-A4,1600.0,1907.0,-33.85,18.95
37626,Sinawan 001,23607,L6,28600.0,1991.0,31.0,11.66667
37627,Sinawan 002,23608,H5,820.0,1991.0,30.91667,11.78333
37630,Singhur,23612,Pallasite?,14180.0,1847.0,18.316670000000002,73.91667
37631,Siratik,23615,"Iron, IIAB",1700.0,1716.0,14.0,-11.0
37633,Skiff,23622,H4,3540.0,1966.0,49.25,-111.86667
37634,Skookum,23623,"Iron, IVB",16000.0,1905.0,63.916669999999996,-139.33333000000002
37636,Slaton,23625,L4,1070.0,1941.0,33.43333,-101.75
37637,Sleeper Camp 001,23627,L6,1250.0,1962.0,-30.25,126.33333
37639,Sleeper Camp 003,23629,L6,322.0,1989.0,-30.3,126.03333
37640,Sleeper Camp 004,23630,LL4,115.0,1991.0,-30.366670000000003,126.18333
37645,Sleeper Camp 009,23635,L6,145.3,1992.0,-30.16283,126.40833
37648,Sleeper Camp 012,23638,L6,117.3,1991.0,-30.168670000000002,126.28716999999999
37652,Sleeper Camp 016,23642,L6,173.8,1994.0,-30.03183,126.27283
37653,Sleeper Camp 017,23643,H5,173.8,1994.0,-30.012829999999997,126.25783
37661,Sleeper Camp 025,55399,H5,192.0,2005.0,-30.179170000000003,126.40056000000001
37662,Sleeper Camp 026,55400,L6,150.0,2005.0,-30.173609999999996,126.43444
37665,Slobodka (of P. Partsch),23646,L6,950.0,1838.0,55.0,35.0
37666,Slovak,23647,H5,8220.0,1962.0,34.65,-91.58333
37667,Smara,23648,Eucrite-pmict,12870.0,2000.0,26.683329999999998,-11.73333
37668,Smith Center,23649,L6,1585.0,1937.0,39.83333,-99.01666999999999
37669,Smithland,23650,"Iron, IVA",5000.0,1839.0,37.13333,-88.4
37670,Smithonia,23651,"Iron, IIAB",69900.0,1940.0,34.0,-83.16667
37671,Smith's Mountain,23652,"Iron, IIIAB",5000.0,1863.0,36.41667,-80.0
37673,Smithville,23654,"Iron, IAB-MG",70500.0,1840.0,35.98333,-85.85
37674,Smokey Spring,57453,H4,254.0,2011.0,40.95465,-118.49693
37675,Smyer,23655,H6,3273.0,1968.0,33.58333,-102.16667
37677,Snyder,23657,H3,16900.0,1983.0,32.71667,-100.91667
37678,Snyder Hill,23658,L5,1160.0,1994.0,32.15833,-111.11333
37679,Social Circle,23659,"Iron, IVA",99300.0,1927.0,33.7,-83.7
37680,Soledade,23662,"Iron, IAB-MG",68000.0,1986.0,-29.05,-51.43333
37681,Sombrerete,23664,"Iron, IAB-sHL",10000.0,1958.0,23.633329999999997,-103.66667
37682,Somervell County,23665,"Pallasite, PMG",11800.0,1919.0,32.18333,-97.8
37684,Soper,23669,"Iron, ungrouped",3700.0,1938.0,34.03333,-95.58333
37685,Souslovo,23673,L4,19300.0,1997.0,55.4295,55.78726999999999
37687,South Bend,23675,"Pallasite, PMG",2500.0,1893.0,41.65,-86.21667
37688,South Byron,23676,"Iron, ungrouped",6000.0,1915.0,43.03333,-78.03333
37689,South Dahna,23677,"Iron, IAB complex",275000.0,1957.0,22.566670000000002,48.3
37691,South Plains,23680,L5,4763.0,1971.0,34.26667,-101.25
37692,Southampton,23682,Pallasite,3580.0,2001.0,44.50642,-81.37217
37695,Spade,23686,H6,8860.0,2000.0,34.00111,-102.12833
37696,Spearman,23687,"Iron, IIIAB",10400.0,1934.0,36.25,-101.21667
37697,Springer,23688,H5,8143.0,1965.0,36.346109999999996,-97.185
37698,Springfield,23689,L6,3200.0,1937.0,37.38333,-102.63333
37699,Springfield (b),23690,L,229.3,1937.0,37.48333,-102.67667
37700,Springlake,23691,L6,17300.0,1980.0,34.344440000000006,-102.22361
37701,Springwater,23692,"Pallasite, PMG-an",67600.0,1931.0,52.0,-108.3
37702,Spruce 001,56165,L5,983.0,2011.0,40.801,-114.701
37705,Ssyromolotovo,23694,"Iron, IIIAB",217000.0,1873.0,58.61666999999999,98.93333
37706,St. Ann,23079,H6,373.5,1938.0,40.45,-100.75
37707,St. Francis Bay,23084,L6,531.6,1976.0,-25.066670000000002,14.883329999999999
37708,St. Francois County,23085,"Iron, IC",3600.0,1863.0,37.75,-90.5
37709,St. Genevieve County,23086,"Iron, IIIF",244500.0,1888.0,37.96667,-90.31667
37710,St. Lawrence,23088,LL6,2600.0,1965.0,31.73333,-101.505
37711,St. Peter,23094,L5,6800.0,1957.0,39.4,-100.03333
37713,Starvation Flat,44800,L5,1250.0,2002.0,36.7845,-114.94967
37714,Starvation Lake,23714,LL3.9,12000.0,1975.0,-30.46667,141.08333000000002
37715,Statesboro,23715,L5,2158.26,2000.0,32.4375,-81.91667
37716,Staunton,23716,"Iron, IIIE",43500.0,1869.0,38.21667,-79.05
37718,Steinbach,23722,"Iron, IVA-an",98000.0,1724.0,50.5,12.5
37719,Sterley,56575,"Pallasite, PMG",1724.8,1950.0,34.21,-101.39
37720,Sterling,23723,Pallasite,679.5,1900.0,40.6,-103.18333
37721,Stewart Hills 91800,23725,L6,140.3,1991.0,-84.2,-86.0
37730,Stewart Valley 009,55537,LL5,375.0,2003.0,36.17557,-116.159
37733,Stewart Valley 012,55528,H6,130.0,2012.0,36.235,-116.18358
37734,Stockyard Creek,55551,H5,2700.0,2008.0,-23.25556,116.90083
37735,Stoneham,31330,H5,5000.0,1960.0,40.63783,-103.69717
37736,Stonington,23727,H5,2700.0,1942.0,37.28333,-102.2
37737,Stratton,23730,OC,121.0,1964.0,39.22167,-102.59
37738,Streaky Bay,23731,L4,909.0,1989.0,-32.86667,134.28333
37739,Study Butte,23734,H3-6,417.0,1983.0,29.30167,-103.5
37740,Stump Spring 083,52752,LL6,13700.0,2010.0,35.98728,-115.85828000000001
37741,Sublette,23735,L6,1300.0,1952.0,37.5,-100.83333
37742,Sueilila,45010,LL6,13266.0,2005.0,24.636329999999997,-14.71633
37743,Sukhoj Liman,23739,H4/5,48000.0,1987.0,46.4,30.8
37744,Sulphur Springs Draw,23740,H5,1892.0,1990.0,32.98333,-102.37833
37745,Summerfield,23743,L5,6200.0,1979.0,34.76667,-102.41667
37746,Summit,23744,"Iron, IIAB",1000.0,1890.0,34.2,-86.48333000000001
37747,Sunray,23746,H4,4300.0,1985.0,36.0,-101.83333
37750,Superior Valley 002,23749,L6,145.0,2000.0,35.22358,-117.1136
37757,Superior Valley 009,23756,L6,116.42,2001.0,35.23583,-117.044
37763,Superior Valley 020,31331,L6,307.75,2003.0,35.23858,-117.02628
37766,Superstition Mountain,23759,H5,333.0,2000.0,32.87083,-115.7825
37767,Surprise Springs,23761,"Iron, IAB-sLL",1500.0,1899.0,34.16667,-115.91667
37768,Susuman,23762,"Iron, IIIAB",18900.0,1957.0,62.72139,148.13028
37769,Sutton,23763,H5,7600.0,1964.0,40.6,-97.86667
37770,Suwa,23764,Iron,203.0,1915.0,36.03333,138.08333000000002
37771,Suwahib (Adraj),23765,L4,118.1,1932.0,20.01667,50.93333
37772,Suwahib ('Ain Sala),23766,H6,106.1,1932.0,19.955560000000002,51.03333
37773,Suwahib (Buwah),23767,H3.8-an,241.0,1931.0,20.05556,51.41667
37774,Suwanee Spring,23768,L5,1200.0,1979.0,34.95,-107.16667
37775,Sverdlovsk,23769,H4/5,4500.0,1985.0,57.0,62.7
37776,Sweetwater,23770,H5,1760.0,1961.0,32.55,-100.41667
37778,Sychevka,23772,"Iron, IIIAB",65000.0,1988.0,51.125,127.495
37779,Tabarz,23774,"Iron, IAB-MG",150.0,1854.0,50.88333,10.51667
37780,Tabbita,23775,L6,3100.0,1983.0,-34.05,145.83333000000002
37782,Tafassasset,23779,CR-an,114000.0,2000.0,20.76333,10.44167
37783,Tafoya (a),23780,H4,270.0,1951.0,36.45,-104.1
37784,Tafoya (b),23781,H5,490.0,1951.0,36.45,-104.1
37785,Tagounite,23783,"Iron, IIIAB",3300.0,1989.0,29.96667,-5.6
37786,Taiban,23785,L5,25000.0,1934.0,34.45,-104.01666999999999
37787,Taiban (b),23786,LL6,641.0,1984.0,34.45,-104.01666999999999
37788,Taicang,23787,Stone-uncl,20000.0,1928.0,31.5,121.08333
37791,Talbachat n'aït Isfoul,23792,LL3,8000.0,1999.0,29.98333,-5.2333300000000005
37792,Talpa,23793,H6,13000.0,1963.0,31.866670000000003,-99.58333
37794,Tamarugal,23794,"Iron, IIIAB",320000.0,1903.0,-20.8,-69.66667
37796,Tambo Quemado,23797,"Iron, IIIAB",141000.0,1950.0,-14.666670000000002,-74.5
37797,Tamentit,23798,"Iron, IIIAB",510000.0,1864.0,27.71667,-0.25
37798,Tamir-Tsetserleg,23799,Stone-uncl,173000.0,1956.0,47.45,101.47917
37799,Tanezrouft 001,23802,H5,482.0,1989.0,25.383329999999997,0.51667
37800,Tanezrouft 002,23803,H5,2347.0,1989.0,24.4,1.0333299999999999
37801,Tanezrouft 003,23804,H4,142.0,1989.0,25.45,0.55
37802,Tanezrouft 004,23805,H4/5,1183.0,1989.0,25.46667,0.66667
37803,Tanezrouft 005,23806,L6,131.0,1989.0,25.133329999999997,0.46667
37804,Tanezrouft 006,23807,H3.7,331.0,1989.0,25.53333,0.56667
37805,Tanezrouft 007,23808,H5,780.0,1989.0,25.3,0.6166699999999999
37806,Tanezrouft 008,23809,H6,682.0,1989.0,25.3,0.6333300000000001
37807,Tanezrouft 009,23810,H4/5,102.0,1989.0,25.33333,0.46667
37808,Tanezrouft 010,23811,L/LL3,2500.0,1991.0,26.07306,0.36833
37809,Tanezrouft 011,23812,L/LL5-6,3287.0,1991.0,25.53389,0.36306
37810,Tanezrouft 012,23813,H6,736.0,1991.0,25.43694,0.49388999999999994
37811,Tanezrouft 013,23814,L6,1480.0,1991.0,25.47556,0.70833
37812,Tanezrouft 014,23815,H4,365.0,1991.0,25.463060000000002,0.70444
37813,Tanezrouft 015,23816,H4-5,380.0,1991.0,25.43667,0.48806000000000005
37814,Tanezrouft 016,23817,H5/6,180.0,1991.0,25.40361,0.52528
37815,Tanezrouft 017,23818,H5,347.0,1991.0,24.71861,0.20833000000000002
37816,Tanezrouft 018,23819,L6,576.0,1991.0,24.73444,0.20139
37818,Tanezrouft 020,23821,L6,143.0,1991.0,25.13806,0.28528000000000003
37823,Tanezrouft 025,23826,L6,621.0,1991.0,25.440279999999998,0.07528
37824,Tanezrouft 026,23827,H5,207.0,1991.0,25.52611,0.60056
37825,Tanezrouft 027,23828,L/LL4,256.0,1991.0,25.22583,0.17361
37826,Tanezrouft 028,23829,H3,15000.0,1991.0,25.25306,0.14028
37827,Tanezrouft 030,23831,L3-5,146.0,1991.0,25.14361,0.39639
37829,Tanezrouft 032,23833,H5,3150.0,1991.0,25.37056,-0.0225
37830,Tanezrouft 033,23834,LL6,120.0,1991.0,25.392220000000002,-0.03639
37831,Tanezrouft 034,23835,H5,4720.0,1991.0,25.434720000000002,-0.09028
37832,Tanezrouft 035,23836,H5,106.0,1991.0,25.48861,0.22221999999999997
37833,Tanezrouft 036,23837,H5,338.0,1991.0,25.49972,0.66194
37834,Tanezrouft 037,23838,H4,114.0,1992.0,25.60472,0.40306
37836,Tanezrouft 039,23840,L3,148.0,1992.0,25.46611,0.07944
37838,Tanezrouft 041,23842,L3.8,123.0,1992.0,25.46806,0.06861
37839,Tanezrouft 042,23843,L3.7,800.0,1992.0,25.468329999999998,0.05722000000000001
37840,Tanezrouft 043,23844,H4/5,284.0,1992.0,25.45861,-0.13806
37842,Tanezrouft 045,23846,H4,472.0,1992.0,25.53722,0.13722
37843,Tanezrouft 046,23847,H5,350.0,1992.0,25.523889999999998,0.31806
37844,Tanezrouft 047,23848,H6,170.0,1992.0,25.45306,0.40166999999999997
37845,Tanezrouft 048,23849,H5,1342.0,1992.0,25.3975,0.6075
37849,Tanezrouft 052,23853,H4,737.0,1992.0,25.26306,-0.18889
37851,Tanezrouft 054,23855,H5,576.4,2002.0,25.433329999999998,0.4
37852,Tanezrouft 055,23856,H4,251.4,2002.0,25.4,0.41667
37853,Tanezrouft 056,23857,H6,151.1,2002.0,25.48333,0.15
37854,Tanezrouft 057,23858,CK4-an,5400.0,2002.0,25.26667,0.15
37855,Tanezrouft 058,23859,L6,2350.0,2002.0,25.33333,0.55
37856,Tanezrouft 059,23860,L5,156.4,2002.0,25.21667,0.21666999999999997
37857,Tanezrouft 060,23861,LL4,3650.0,2002.0,25.28333,0.2
37859,Tanezrouft 062,23863,L5,974.0,2002.0,25.42556,0.0975
37860,Tanezrouft 063,23864,H4,1135.0,2002.0,25.195829999999997,0.23667
37861,Tanezrouft 065,23865,L4,30000.0,2002.0,25.4075,0.13639
37862,Tanezrouft 066,23866,H6,1600.0,2002.0,25.19278,0.7861100000000001
37864,Tanezrouft 068,23868,H4/5,236.0,2002.0,25.25,0.1
37865,Tanezrouft 069,23869,H5,180.0,2002.0,25.28333,0.1
37866,Tanezrouft 070,23870,L6,240.0,2002.0,25.58333,0.4
37867,Tanezrouft 071,23871,L5,107.0,2002.0,25.26667,0.1
37868,Tanezrouft 072,31333,H6,62285.0,2002.0,24.43817,0.103
37869,Tanezrouft 073,31334,L6,130.0,2002.0,24.424,0.12233
37870,Tanezrouft 074,31335,H5,496.0,2002.0,24.222170000000002,0.4735
37871,Tanezrouft 075,31336,L6,616.0,2002.0,24.06833,-1.3525
37872,Tanezrouft 076,31337,L6,3548.0,2003.0,24.6205,-0.5617
37873,Tanezrouft 077,31338,L4,217.0,2003.0,24.62112,-0.53962
37874,Tanezrouft 078,31339,L6,1599.0,2003.0,24.73573,-0.52413
37875,Tanezrouft 079,31340,H6,1031.0,2003.0,24.58025,-0.51863
37876,Tanezrouft 080,31341,L(LL)5,1056.0,2003.0,24.6544,-0.56928
37877,Tanezrouft 081,31342,H5,213.0,2003.0,25.24032,0.19848
37878,Tanezrouft 082,31343,CM2,1012.0,2003.0,24.81727,-0.43427
37879,Tanezrouft 083,31344,L(LL)6,265.0,2003.0,24.64805,-0.51437
37880,Tanezrouft 084,31345,L6,369.0,2003.0,24.7561,-0.43458
37882,Tanezrouft 086,31347,H5,136.0,2003.0,25.29038,0.056220000000000006
37883,Tanezrouft 087,31348,H5,320.0,2003.0,25.7561,0.26792
37884,Tanezrouft 088,35728,H5,660.0,2002.0,25.366670000000003,1.08333
37885,Tanezrouft 089,35729,L6,581.0,2002.0,25.23333,0.15
37886,Tanokami Mountain,23872,"Iron, IIIE",174000.0,1885.0,34.91667,135.96667
37887,Taoudenni,51580,Diogenite,24370.0,2007.0,22.79167,-3.9666699999999997
37888,Taouz 001,23874,L6,2430.0,1991.0,30.9,-4.23833
37889,Taouz 002,23875,LL6,8350.0,1999.0,30.9,-3.9666699999999997
37890,Tarahumara,23876,"Iron, IIE",2500.0,1994.0,28.5,-106.25
37891,Tarbagatai,23878,L5,370.0,1912.0,51.36667,107.38333
37892,Tarfa,23879,L6,1040.0,1954.0,19.5,55.5
37893,Tarlton,23880,H4,226.5,1967.0,39.32,-82.37
37894,Tassédet 001,23881,H5,560.0,2001.0,18.06833,6.66833
37897,Tatum,23886,H4,1787.0,1938.0,33.23333,-103.44167
37898,Tawallah Valley,23889,"Iron, IVB",75750.0,1939.0,-15.7,135.66666999999998
37901,Taylor Glacier 82700,23890,L4,892.1,1982.0,-77.73333000000001,162.16666999999998
37902,Tazewell,23891,"Iron, IAB-sLH",27000.0,1853.0,36.43333,-83.75
37903,Techado,23892,"Iron, IIE",810.0,1983.0,34.53333,-108.35
37904,Tell,23893,H6,16600.0,1930.0,34.38333,-100.4
37905,Temple,23894,L6,5000.0,1959.0,31.116670000000003,-97.3
37906,Temple Bar,23895,CR,106.0,1998.0,35.91667,-114.43333
37907,Tendo,23896,"Iron, IIIAB",10100.0,1910.0,38.35,140.37333
37910,Teocaltiche,23901,Iron,10000.0,1903.0,21.433329999999998,-102.56667
37911,Teplá,23902,"Iron, IIIAB",17000.0,1909.0,49.98333,12.86667
37912,Ternera,23903,"Iron, IVB",1980.0,1891.0,-27.33333,-69.8
37914,Texline,23906,H5,26200.0,1937.0,36.4,-103.01666999999999
37915,Thackaringa,23907,H5,438.6,1974.0,-32.11667,141.08333000000002
37916,Thiel Mountains,23911,"Pallasite, PMG",31700.0,1962.0,-85.45,-90.0
37917,Thiel Mountains 06001,46405,H6,193.0,2007.0,-85.167,-94.75
37918,Thiel Mountains 06002,46406,L6,224.0,2007.0,-85.16633,-94.71667
37919,Thiel Mountains 06003,46407,L6,266.0,2007.0,-85.16467,-94.54883000000001
37920,Thiel Mountains 06004,46408,L5,280.0,2007.0,-85.162,-94.5475
37921,Thiel Mountains 06005,46409,H4,432.0,2007.0,-85.16033,-94.562
37922,Thiel Mountains 07001,51010,H6,1865.0,2007.0,-85.2335,-90.43733
37923,Thiel Mountains 07002,51011,L5,222.0,2007.0,-85.159,-94.616
37925,Thiel Mountains 07005,51013,H6,152.0,2007.0,-85.16583,-94.79183
37926,Thiel Mountains 07006,51014,L5,370.0,2007.0,-85.167167,-94.67517
37928,Thiel Mountains 07010,51015,L5,119.0,2007.0,-85.16467,-94.72117
37931,Thiel Mountains 07013,51017,L5,396.0,2007.0,-85.16566999999999,-94.68383299999999
37936,Thiel Mountains 08005,51022,H5,511.0,2008.0,-85.387,-87.11583
37937,Thiel Mountains 08006,51023,H5,112.0,2008.0,-85.16566999999999,-94.74433
37939,Thiel Mountains 82400,23912,L5,220.8,1982.0,-85.18406,-94.16
37940,Thiel Mountains 82401,23913,L6,281.6,1982.0,-85.16469000000001,-94.65111
37941,Thiel Mountains 82402,23914,LL6,476.0,1982.0,-85.16324,-94.62127
37943,Thiel Mountains 82404,23916,L4,321.6,1982.0,-85.16488000000001,-94.64775
37944,Thiel Mountains 82405,23917,H6,1115.7,1982.0,-85.25,-91.0
37945,Thiel Mountains 82406,23918,L4,152.0,1982.0,-85.16548,-94.62366999999999
37946,Thiel Mountains 82407,23919,L4,220.8,1982.0,-85.16594,-94.61952
37948,Thiel Mountains 82409,23921,H5,230.9,1982.0,-85.16514000000001,-94.63074
37950,Thiel Mountains 82411,23923,L4,179.5,1982.0,-85.16556,-94.61610999999999
37955,Thiel Mountains 91700,23928,L4,256.1,1991.0,-85.16519,-94.59069000000001
37956,Thiel Mountains 91701,23929,L4,1086.0,1991.0,-85.16247,-94.56929000000001
37957,Thiel Mountains 91702,23930,L4,304.7,1991.0,-85.16221999999999,-94.57526999999999
37958,Thiel Mountains 91703,23931,L4,264.9,1991.0,-85.1622,-94.57609000000001
37959,Thiel Mountains 91704,23932,L4,234.7,1991.0,-85.16496,-94.57511
37960,Thiel Mountains 91705,23933,L4,158.5,1991.0,-85.16455,-94.57786
37962,Thiel Mountains 91707,23935,H5,207.4,1991.0,-85.16511,-94.55301
37963,Thiel Mountains 91708,23936,L4,310.4,1991.0,-85.16518,-94.54688
37964,Thiel Mountains 91709,23937,L4,660.1,1991.0,-85.16204,-94.55162
37965,Thiel Mountains 91710,23938,L5,514.7,1991.0,-85.16103000000001,-94.55959
37966,Thiel Mountains 91711,23939,L4,276.3,1991.0,-85.15777,-94.5713
37967,Thiel Mountains 91712,23940,L4,491.5,1991.0,-85.15794,-94.56984
37969,Thiel Mountains 91714,23942,EL5,163.9,1991.0,-85.15639,-94.57049
37970,Thiel Mountains 91715,23943,L4,156.8,1991.0,-85.15844,-94.57789
37972,Thiel Mountains 91718,23945,L4,165.5,1991.0,-85.15930999999999,-94.59718000000001
37974,Thiel Mountains 91720,23947,L4,127.2,1991.0,-85.16404,-94.5938
37975,Thiel Mountains 91721,23948,L4,233.6,1991.0,-85.16349,-94.60018000000001
37977,Thiel Mountains 91723,23950,L4,264.6,1991.0,-85.16221,-94.62019000000001
37978,Thiel Mountains 91724,23951,H6,253.7,1991.0,-85.16175,-94.84335
37980,Thiel Mountains 99001,23953,L4,288.0,2000.0,-85.16516999999999,-94.57335
37982,Thiel Mountains 99003,23955,H5,113.8,2000.0,-85.16373,-94.59473
37983,Thiel Mountains 99004,23956,L4,313.4,2000.0,-85.16345,-94.59088
37987,Thiel Mountains 99008,23960,H6,147.5,2000.0,-85.16103000000001,-94.59745
37988,Thiel Mountains 99009,23961,L5,302.9,2000.0,-85.15548000000001,-94.54687
37989,Thiel Mountains 99010,23962,H5,116.8,2000.0,-85.1654,-94.79735
37990,Thiel Mountains 99011,23963,L5,473.0,2000.0,-85.15852,-94.62125
37991,Thiel Mountains 99012,23964,L4,159.0,2000.0,-85.15468,-94.58963
37992,Thiel Mountains 99013,23965,L4,248.5,2000.0,-85.16535,-94.72453
37993,Thiel Mountains 99014,23966,L5,371.3,2000.0,-85.16781999999999,-94.72788
37996,Thiel Mountains 99017,23969,L4,1527.6,2000.0,-85.16345,-94.85695
37997,Thiel Mountains 99018,23970,H4,436.9,2000.0,-85.16513,-94.84618
37998,Thiel Mountains 99019,23971,L5,136.0,2000.0,-85.16048,-94.79135
38000,Thomson,23973,L6,218.0,1888.0,33.46667,-82.48333000000001
38001,Thoreau,23974,"Iron, IAB complex",500.0,1954.0,35.28333,-108.26666999999999
38002,Thule,23977,"Iron, IIIAB",48600.0,1955.0,76.53333,-67.55
38003,Thumb Butte,53890,H3.8,105.0,2008.0,35.16993,-114.45585
38004,Thumrayt 001,45958,"Pallasite, PMG",2480.0,2006.0,17.58333,54.35
38005,Thumrayt 002,51862,L3.5,3072.0,2007.0,17.9695,54.06633000000001
38006,Thunda,23978,"Iron, IIIAB",62100.0,1881.0,-25.7,143.05
38007,Thurlow,23979,"Iron, IIIAB",5500.0,1888.0,44.75,-77.58333
38008,Thurman,23980,OC,1959.0,1965.0,39.52167,-103.16667
38009,Thylacine Hole 001,23981,H4/5,101.5,1977.0,-31.58333,127.6
38011,Tianlin,23983,"Iron, IAB complex",300000.0,1956.0,24.3,106.1
38012,Tiberrhamine,23985,L6,107000.0,1967.0,28.116670000000003,0.53333
38014,Tieraco Creek,23987,"Iron, IIIAB",41700.0,1922.0,-26.33333,118.33333
38015,Tieret 001,52043,H6,602.0,2009.0,30.74819,10.21017
38024,Tieret 010,56405,H3,5150.0,2010.0,30.980220000000003,10.00652
38028,Tierra Blanca,23988,Winonaite,860.0,1965.0,34.93333,-102.01666999999999
38030,Tiffa 001,23991,H5,26900.0,1997.0,19.949,11.933
38031,Tiffa 002,23992,H4/5,4705.0,1997.0,19.696,11.52683
38032,Tiffa 003,23993,L6,329.2,1997.0,20.009829999999997,11.86567
38033,Tiffa 004,23994,H5,1362.0,1997.0,19.955,11.875169999999999
38034,Tiffa 005,23995,H5,327.0,1997.0,19.91933,11.88183
38035,Tiffa 006,23996,H5,560.1,1997.0,19.911170000000002,11.875169999999999
38036,Tiffa 007,23997,H5,9250.0,2001.0,20.20117,11.587
38037,Tiffa 008,31349,CO3,1149.0,2001.0,20.35833,11.85
38039,Timber Lake,57160,H3,8660.0,2011.0,45.425,-101.097
38040,Timessa 001,24001,H6,473.0,1990.0,26.566670000000002,15.733329999999999
38041,Timmersoi,24002,L5,516.0,1966.0,18.91667,6.25
38043,Tin as Sawwan,56556,L4-5,1684.0,2011.0,32.7605,9.1002
38044,Tindouf,24005,H6,1550.0,1997.0,27.75,-8.13333
38045,Tinnie,24006,"Iron, IVB",15300.0,1978.0,33.38333,-105.25
38046,Tishomingo,24010,"Iron, ungrouped",260000.0,1965.0,34.25,-96.68333
38047,Tlacotepec,24013,"Iron, IVB",71000.0,1903.0,18.65,-97.55
38048,Tobe,24014,H4,5386.0,1963.0,37.2,-103.58333
38050,Tokio (a),24016,H5,6600.0,1974.0,33.21667,-102.63167
38051,Tokio (b),24017,OC,823.0,1974.0,33.205,-102.65833
38052,Toluca,24018,"Iron, IAB-sLL",3000000.0,1776.0,19.566670000000002,-99.56667
38053,Tombigbee River,24021,"Iron, IIG",43000.0,1859.0,32.23333,-88.2
38054,Tomhannock Creek,24022,H5,1500.0,1863.0,42.88333,-73.6
38055,Tonganoxie,24025,"Iron, IIIAB",11800.0,1886.0,39.08333,-95.11667
38056,Tookabarnoo,24027,H4,157.0,1992.0,-27.866670000000003,141.73333
38058,Torreon de Mata,24031,L6,610.0,1983.0,26.83333,-105.41667
38059,Tostado,24033,H6,22000.0,1945.0,-29.23333,-61.76667
38060,Touat 001,31350,L6,2650.0,2002.0,27.63533,-0.51667
38061,Touat 002,31351,H5,5150.0,2002.0,27.46667,-0.51667
38062,Toubil River,24034,"Iron, IIIAB",22000.0,1891.0,55.88333000000001,89.1
38063,Toufassour,47702,Mesosiderite,73300.0,2007.0,29.65225,-7.7493
38064,Toulon,24035,H5,1214.5,1962.0,41.11667,-89.80833
38066,Travis County (a),24040,H5,175400.0,1889.0,30.3,-97.7
38067,Travis County (b),24041,H4,5900.0,1889.0,30.555559999999996,-97.95278
38068,Trenton,24045,"Iron, IIIAB",505000.0,1858.0,43.36667,-88.13333
38069,Tres Castillos,24047,"Iron, ungrouped",150000.0,1992.0,29.47,-105.8
38072,Trifir,24052,L6,1000.0,1956.0,20.05,-1.68333
38073,Trilby Wash,35339,L4,846.0,2005.0,33.91667,-112.55
38075,Tryon,24056,L6,15900.0,1934.0,41.55,-100.96667
38076,Tsarev,24058,L5,1225300.0,1968.0,48.7,45.7
38077,Tucson,24061,"Iron, ungrouped",975000.0,1850.0,31.85,-110.96667
38078,Tule Draw,24064,H5,2300.0,1981.0,34.66667,-102.0
38082,Tulia (a),24066,H3-4,86000.0,1917.0,34.61667,-101.95
38083,Tulia (b),24067,L6,4800.0,1917.0,34.53333,-101.7
38085,Tulia (d),24069,H6,17700.0,1981.0,34.60667,-101.76666999999999
38086,Tulia (iron),24070,Iron,190.0,1969.0,34.555,-101.63
38097,Tungsten Mountain 011,50908,CV3,186.52,2003.0,39.683333000000005,-117.61666699999999
38108,Tupelo,56551,EL6,280.0,2012.0,34.24216,-88.77594
